Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLineCode,CountLine,CountSemicolon,CountDeclFunction
Private Static Method,"com.google.zxing.oned.Code39Writer.toIntArray","@lcom.google.zxing.oned.Code39Writer.toIntArray@kj1com.google.zxing.oned.Code39Writer.toIntArrayint,int[]@f./core/src/main/java/com/google/zxing/oned/Code39Writer.java",3,"0.00",,,,,,,6,6,4,
Private Static Method,"com.google.zxing.oned.Code39Writer.tryToConvertToExtendedMode","@lcom.google.zxing.oned.Code39Writer.tryToConvertToExtendedMode@kj1com.google.zxing.oned.Code39Writer.tryToConvertToExtendedModeString@f./core/src/main/java/com/google/zxing/oned/Code39Writer.java",17,"0.00",,,,,,,55,56,32,
Public Final Class,"com.google.zxing.oned.Code39WriterTestCase","@lcom.google.zxing.oned.Code39WriterTestCase@kj4com.google.zxing.oned.Code39WriterTestCase@f./core/src/test/java/com/google/zxing/oned/Code39WriterTestCase.java",,"0.07",2,1,0,2,9,0,59,70,7,
Private Static Method,"com.google.zxing.oned.Code39WriterTestCase.doTest","@lcom.google.zxing.oned.Code39WriterTestCase.doTest@kj1com.google.zxing.oned.Code39WriterTestCase.doTestString,CharSequence@f./core/src/test/java/com/google/zxing/oned/Code39WriterTestCase.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.oned.Code39WriterTestCase.testEncode","@lcom.google.zxing.oned.Code39WriterTestCase.testEncode@kj1com.google.zxing.oned.Code39WriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/Code39WriterTestCase.java",1,"0.02",,,,,,,53,58,5,
Public Final Class,"com.google.zxing.oned.Code93BlackBox1TestCase","@lcom.google.zxing.oned.Code93BlackBox1TestCase@kj4com.google.zxing.oned.Code93BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/Code93BlackBox1TestCase.java",,"0.50",3,1,0,1,2,0,6,10,3,
Public Constructor,"com.google.zxing.oned.Code93BlackBox1TestCase.Code93BlackBox1TestCase","@lcom.google.zxing.oned.Code93BlackBox1TestCase.Code93BlackBox1TestCase@kj1com.google.zxing.oned.Code93BlackBox1TestCase.Code93BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/Code93BlackBox1TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.Code93Reader","@lcom.google.zxing.oned.Code93Reader@kj4com.google.zxing.oned.Code93Reader@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",,"0.16",2,3,2,8,14,68,216,268,119,
Public Constructor,"com.google.zxing.oned.Code93Reader.Code93Reader","@lcom.google.zxing.oned.Code93Reader.Code93Reader@kj1com.google.zxing.oned.Code93Reader.Code93Reader@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",1,"0.00",,,,,,,4,4,2,
Private Static Method,"com.google.zxing.oned.Code93Reader.checkChecksums","@lcom.google.zxing.oned.Code93Reader.checkChecksums@kj1com.google.zxing.oned.Code93Reader.checkChecksumsCharSequence@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",1,"0.00",,,,,,,5,5,3,
Private Static Method,"com.google.zxing.oned.Code93Reader.checkOneChecksum","@lcom.google.zxing.oned.Code93Reader.checkOneChecksum@kj1com.google.zxing.oned.Code93Reader.checkOneChecksumCharSequence,int,int@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",4,"0.00",,,,,,,14,14,7,
Private Static Method,"com.google.zxing.oned.Code93Reader.decodeExtended","@lcom.google.zxing.oned.Code93Reader.decodeExtended@kj1com.google.zxing.oned.Code93Reader.decodeExtendedCharSequence@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",20,"0.18",,,,,,,65,77,32,
Public Method,"com.google.zxing.oned.Code93Reader.decodeRow","@lcom.google.zxing.oned.Code93Reader.decodeRow@kj1com.google.zxing.oned.Code93Reader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",7,"0.12",,,,,,,52,67,31,
Private Method,"com.google.zxing.oned.Code93Reader.findAsteriskPattern","@lcom.google.zxing.oned.Code93Reader.findAsteriskPattern@kj1com.google.zxing.oned.Code93Reader.findAsteriskPatterncom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",5,"0.00",,,,,,,31,33,21,
Private Static Method,"com.google.zxing.oned.Code93Reader.patternToChar","@lcom.google.zxing.oned.Code93Reader.patternToChar@kj1com.google.zxing.oned.Code93Reader.patternToCharint@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",3,"0.00",,,,,,,8,8,4,
Private Static Method,"com.google.zxing.oned.Code93Reader.toPattern","@lcom.google.zxing.oned.Code93Reader.toPattern@kj1com.google.zxing.oned.Code93Reader.toPatternint[]@f./core/src/main/java/com/google/zxing/oned/Code93Reader.java",6,"0.00",,,,,,,22,22,13,
Public Final Class,"com.google.zxing.oned.Code93ReaderTestCase","@lcom.google.zxing.oned.Code93ReaderTestCase@kj4com.google.zxing.oned.Code93ReaderTestCase@f./core/src/test/java/com/google/zxing/oned/Code93ReaderTestCase.java",,"0.18",2,1,0,2,10,0,17,23,7,
Private Static Method,"com.google.zxing.oned.Code93ReaderTestCase.doTest","@lcom.google.zxing.oned.Code93ReaderTestCase.doTest@kj1com.google.zxing.oned.Code93ReaderTestCase.doTestString,String@f./core/src/test/java/com/google/zxing/oned/Code93ReaderTestCase.java",1,"0.00",,,,,,,9,9,6,
Public Method,"com.google.zxing.oned.Code93ReaderTestCase.testDecode","@lcom.google.zxing.oned.Code93ReaderTestCase.testDecode@kj1com.google.zxing.oned.Code93ReaderTestCase.testDecode@f./core/src/test/java/com/google/zxing/oned/Code93ReaderTestCase.java",1,"0.00",,,,,,,6,6,1,
Public Class,"com.google.zxing.oned.Code93Writer","@lcom.google.zxing.oned.Code93Writer@kj4com.google.zxing.oned.Code93Writer@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",,"0.34",2,2,0,6,9,0,103,156,62,
Protected Static Method,"com.google.zxing.oned.Code93Writer.appendPattern","@lcom.google.zxing.oned.Code93Writer.appendPattern@kj1com.google.zxing.oned.Code93Writer.appendPatternboolean[],int,int[],boolean@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",2,"1.14",,,,,,,7,15,2,
Private Static Method,"com.google.zxing.oned.Code93Writer.appendPattern","@lcom.google.zxing.oned.Code93Writer.appendPattern@kj1com.google.zxing.oned.Code93Writer.appendPatternboolean[],int,int@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",2,"0.00",,,,,,,7,7,5,
Private Static Method,"com.google.zxing.oned.Code93Writer.computeChecksumIndex","@lcom.google.zxing.oned.Code93Writer.computeChecksumIndex@kj1com.google.zxing.oned.Code93Writer.computeChecksumIndexString,int@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",3,"0.00",,,,,,,12,13,8,
Static Method,"com.google.zxing.oned.Code93Writer.convertToExtended","@lcom.google.zxing.oned.Code93Writer.convertToExtended@kj1com.google.zxing.oned.Code93Writer.convertToExtendedString@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",16,"0.30",,,,,,,47,61,28,
Public Method,"com.google.zxing.oned.Code93Writer.encode","@lcom.google.zxing.oned.Code93Writer.encode@kj1com.google.zxing.oned.Code93Writer.encodeString@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",3,"0.42",,,,,,,24,44,18,
Protected Method,"com.google.zxing.oned.Code93Writer.getSupportedWriteFormats","@lcom.google.zxing.oned.Code93Writer.getSupportedWriteFormats@kj1com.google.zxing.oned.Code93Writer.getSupportedWriteFormats@f./core/src/main/java/com/google/zxing/oned/Code93Writer.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.Code93WriterTestCase","@lcom.google.zxing.oned.Code93WriterTestCase@kj4com.google.zxing.oned.Code93WriterTestCase@f./core/src/test/java/com/google/zxing/oned/Code93WriterTestCase.java",,"0.44",2,2,0,3,8,0,36,45,7,
Private Static Method,"com.google.zxing.oned.Code93WriterTestCase.doTest","@lcom.google.zxing.oned.Code93WriterTestCase.doTest@kj1com.google.zxing.oned.Code93WriterTestCase.doTestString,CharSequence@f./core/src/test/java/com/google/zxing/oned/Code93WriterTestCase.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.oned.Code93WriterTestCase.testConvertToExtended","@lcom.google.zxing.oned.Code93WriterTestCase.testConvertToExtended@kj1com.google.zxing.oned.Code93WriterTestCase.testConvertToExtended@f./core/src/test/java/com/google/zxing/oned/Code93WriterTestCase.java",1,"0.17",,,,,,,6,7,3,
Public Method,"com.google.zxing.oned.Code93WriterTestCase.testEncode","@lcom.google.zxing.oned.Code93WriterTestCase.testEncode@kj1com.google.zxing.oned.Code93WriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/Code93WriterTestCase.java",1,"0.50",,,,,,,24,25,2,
Public Final Class,"com.google.zxing.oned.EAN13BlackBox1TestCase","@lcom.google.zxing.oned.EAN13BlackBox1TestCase@kj4com.google.zxing.oned.EAN13BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox1TestCase.java",,"0.43",3,1,0,1,2,0,7,12,3,
Public Constructor,"com.google.zxing.oned.EAN13BlackBox1TestCase.EAN13BlackBox1TestCase","@lcom.google.zxing.oned.EAN13BlackBox1TestCase.EAN13BlackBox1TestCase@kj1com.google.zxing.oned.EAN13BlackBox1TestCase.EAN13BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox1TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN13BlackBox2TestCase","@lcom.google.zxing.oned.EAN13BlackBox2TestCase@kj4com.google.zxing.oned.EAN13BlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox2TestCase.java",,"0.71",3,1,0,1,2,0,7,14,3,
Public Constructor,"com.google.zxing.oned.EAN13BlackBox2TestCase.EAN13BlackBox2TestCase","@lcom.google.zxing.oned.EAN13BlackBox2TestCase.EAN13BlackBox2TestCase@kj1com.google.zxing.oned.EAN13BlackBox2TestCase.EAN13BlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox2TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN13BlackBox3TestCase","@lcom.google.zxing.oned.EAN13BlackBox3TestCase@kj4com.google.zxing.oned.EAN13BlackBox3TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox3TestCase.java",,"0.43",3,1,0,1,2,0,7,12,3,
Public Constructor,"com.google.zxing.oned.EAN13BlackBox3TestCase.EAN13BlackBox3TestCase","@lcom.google.zxing.oned.EAN13BlackBox3TestCase.EAN13BlackBox3TestCase@kj1com.google.zxing.oned.EAN13BlackBox3TestCase.EAN13BlackBox3TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox3TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN13BlackBox4TestCase","@lcom.google.zxing.oned.EAN13BlackBox4TestCase@kj4com.google.zxing.oned.EAN13BlackBox4TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox4TestCase.java",,"0.57",3,1,0,1,2,0,7,13,3,
Public Constructor,"com.google.zxing.oned.EAN13BlackBox4TestCase.EAN13BlackBox4TestCase","@lcom.google.zxing.oned.EAN13BlackBox4TestCase.EAN13BlackBox4TestCase@kj1com.google.zxing.oned.EAN13BlackBox4TestCase.EAN13BlackBox4TestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox4TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN13BlackBox5BlurryTestCase","@lcom.google.zxing.oned.EAN13BlackBox5BlurryTestCase@kj4com.google.zxing.oned.EAN13BlackBox5BlurryTestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox5BlurryTestCase.java",,"0.57",3,1,0,1,2,0,7,13,3,
Public Constructor,"com.google.zxing.oned.EAN13BlackBox5BlurryTestCase.EAN13BlackBox5BlurryTestCase","@lcom.google.zxing.oned.EAN13BlackBox5BlurryTestCase.EAN13BlackBox5BlurryTestCase@kj1com.google.zxing.oned.EAN13BlackBox5BlurryTestCase.EAN13BlackBox5BlurryTestCase@f./core/src/test/java/com/google/zxing/oned/EAN13BlackBox5BlurryTestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN13Reader","@lcom.google.zxing.oned.EAN13Reader@kj4com.google.zxing.oned.EAN13Reader@f./core/src/main/java/com/google/zxing/oned/EAN13Reader.java",,"0.81",3,3,1,4,5,50,57,116,32,
Public Constructor,"com.google.zxing.oned.EAN13Reader.EAN13Reader","@lcom.google.zxing.oned.EAN13Reader.EAN13Reader@kj1com.google.zxing.oned.EAN13Reader.EAN13Reader@f./core/src/main/java/com/google/zxing/oned/EAN13Reader.java",1,"0.00",,,,,,,3,3,1,
Protected Method,"com.google.zxing.oned.EAN13Reader.decodeMiddle","@lcom.google.zxing.oned.EAN13Reader.decodeMiddle@kj1com.google.zxing.oned.EAN13Reader.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/EAN13Reader.java",6,"0.00",,,,,,,34,40,23,
Private Static Method,"com.google.zxing.oned.EAN13Reader.determineFirstDigit","@lcom.google.zxing.oned.EAN13Reader.determineFirstDigit@kj1com.google.zxing.oned.EAN13Reader.determineFirstDigitStringBuilder,int@f./core/src/main/java/com/google/zxing/oned/EAN13Reader.java",3,"1.00",,,,,,,10,20,5,
Method,"com.google.zxing.oned.EAN13Reader.getBarcodeFormat","@lcom.google.zxing.oned.EAN13Reader.getBarcodeFormat@kj1com.google.zxing.oned.EAN13Reader.getBarcodeFormat@f./core/src/main/java/com/google/zxing/oned/EAN13Reader.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.EAN13Writer","@lcom.google.zxing.oned.EAN13Writer@kj4com.google.zxing.oned.EAN13Writer@f./core/src/main/java/com/google/zxing/oned/EAN13Writer.java",,"0.21",3,2,0,2,9,0,58,76,30,
Public Method,"com.google.zxing.oned.EAN13Writer.encode","@lcom.google.zxing.oned.EAN13Writer.encode@kj1com.google.zxing.oned.EAN13Writer.encodeString@f./core/src/main/java/com/google/zxing/oned/EAN13Writer.java",9,"0.04",,,,,,,47,56,28,
Protected Method,"com.google.zxing.oned.EAN13Writer.getSupportedWriteFormats","@lcom.google.zxing.oned.EAN13Writer.getSupportedWriteFormats@kj1com.google.zxing.oned.EAN13Writer.getSupportedWriteFormats@f./core/src/main/java/com/google/zxing/oned/EAN13Writer.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.EAN13WriterTestCase","@lcom.google.zxing.oned.EAN13WriterTestCase@kj4com.google.zxing.oned.EAN13WriterTestCase@f./core/src/test/java/com/google/zxing/oned/EAN13WriterTestCase.java",,"0.15",2,3,0,3,7,0,20,26,7,
Public Method,"com.google.zxing.oned.EAN13WriterTestCase.testAddChecksumAndEncode","@lcom.google.zxing.oned.EAN13WriterTestCase.testAddChecksumAndEncode@kj1com.google.zxing.oned.EAN13WriterTestCase.testAddChecksumAndEncode@f./core/src/test/java/com/google/zxing/oned/EAN13WriterTestCase.java",1,"0.00",,,,,,,7,7,3,
Public Method,"com.google.zxing.oned.EAN13WriterTestCase.testEncode","@lcom.google.zxing.oned.EAN13WriterTestCase.testEncode@kj1com.google.zxing.oned.EAN13WriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/EAN13WriterTestCase.java",1,"0.00",,,,,,,7,7,3,
Public Method,"com.google.zxing.oned.EAN13WriterTestCase.testEncodeIllegalCharacters","@lcom.google.zxing.oned.EAN13WriterTestCase.testEncodeIllegalCharacters@kj1com.google.zxing.oned.EAN13WriterTestCase.testEncodeIllegalCharacters@f./core/src/test/java/com/google/zxing/oned/EAN13WriterTestCase.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.EAN8BlackBox1TestCase","@lcom.google.zxing.oned.EAN8BlackBox1TestCase@kj4com.google.zxing.oned.EAN8BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/EAN8BlackBox1TestCase.java",,"0.50",3,1,0,1,2,0,6,10,3,
Public Constructor,"com.google.zxing.oned.EAN8BlackBox1TestCase.EAN8BlackBox1TestCase","@lcom.google.zxing.oned.EAN8BlackBox1TestCase.EAN8BlackBox1TestCase@kj1com.google.zxing.oned.EAN8BlackBox1TestCase.EAN8BlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/EAN8BlackBox1TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.EAN8Reader","@lcom.google.zxing.oned.EAN8Reader@kj4com.google.zxing.oned.EAN8Reader@f./core/src/main/java/com/google/zxing/oned/EAN8Reader.java",,"0.13",3,3,1,3,5,33,39,53,23,
Public Constructor,"com.google.zxing.oned.EAN8Reader.EAN8Reader","@lcom.google.zxing.oned.EAN8Reader.EAN8Reader@kj1com.google.zxing.oned.EAN8Reader.EAN8Reader@f./core/src/main/java/com/google/zxing/oned/EAN8Reader.java",1,"0.00",,,,,,,3,3,1,
Protected Method,"com.google.zxing.oned.EAN8Reader.decodeMiddle","@lcom.google.zxing.oned.EAN8Reader.decodeMiddle@kj1com.google.zxing.oned.EAN8Reader.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/EAN8Reader.java",5,"0.00",,,,,,,29,33,20,
Method,"com.google.zxing.oned.EAN8Reader.getBarcodeFormat","@lcom.google.zxing.oned.EAN8Reader.getBarcodeFormat@kj1com.google.zxing.oned.EAN8Reader.getBarcodeFormat@f./core/src/main/java/com/google/zxing/oned/EAN8Reader.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.EAN8Writer","@lcom.google.zxing.oned.EAN8Writer@kj4com.google.zxing.oned.EAN8Writer@f./core/src/main/java/com/google/zxing/oned/EAN8Writer.java",,"0.26",3,2,0,2,8,0,53,73,27,
Public Method,"com.google.zxing.oned.EAN8Writer.encode","@lcom.google.zxing.oned.EAN8Writer.encode@kj1com.google.zxing.oned.EAN8Writer.encodeString@f./core/src/main/java/com/google/zxing/oned/EAN8Writer.java",8,"0.10",,,,,,,42,53,25,
Protected Method,"com.google.zxing.oned.EAN8Writer.getSupportedWriteFormats","@lcom.google.zxing.oned.EAN8Writer.getSupportedWriteFormats@kj1com.google.zxing.oned.EAN8Writer.getSupportedWriteFormats@f./core/src/main/java/com/google/zxing/oned/EAN8Writer.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.EAN8WriterTestCase","@lcom.google.zxing.oned.EAN8WriterTestCase@kj4com.google.zxing.oned.EAN8WriterTestCase@f./core/src/test/java/com/google/zxing/oned/EAN8WriterTestCase.java",,"0.17",2,3,0,3,7,0,18,24,7,
Public Method,"com.google.zxing.oned.EAN8WriterTestCase.testAddChecksumAndEncode","@lcom.google.zxing.oned.EAN8WriterTestCase.testAddChecksumAndEncode@kj1com.google.zxing.oned.EAN8WriterTestCase.testAddChecksumAndEncode@f./core/src/test/java/com/google/zxing/oned/EAN8WriterTestCase.java",1,"0.00",,,,,,,6,6,3,
Public Method,"com.google.zxing.oned.EAN8WriterTestCase.testEncode","@lcom.google.zxing.oned.EAN8WriterTestCase.testEncode@kj1com.google.zxing.oned.EAN8WriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/EAN8WriterTestCase.java",1,"0.00",,,,,,,6,6,3,
Public Method,"com.google.zxing.oned.EAN8WriterTestCase.testEncodeIllegalCharacters","@lcom.google.zxing.oned.EAN8WriterTestCase.testEncodeIllegalCharacters@kj1com.google.zxing.oned.EAN8WriterTestCase.testEncodeIllegalCharacters@f./core/src/test/java/com/google/zxing/oned/EAN8WriterTestCase.java",1,"0.00",,,,,,,4,4,1,
Final Class,"com.google.zxing.oned.EANManufacturerOrgSupport","@lcom.google.zxing.oned.EANManufacturerOrgSupport@kj4com.google.zxing.oned.EANManufacturerOrgSupport@f./core/src/main/java/com/google/zxing/oned/EANManufacturerOrgSupport.java",,"0.07",1,3,2,3,3,16,136,150,122,
Private Method,"com.google.zxing.oned.EANManufacturerOrgSupport.add","@lcom.google.zxing.oned.EANManufacturerOrgSupport.add@kj1com.google.zxing.oned.EANManufacturerOrgSupport.addint[],String@f./core/src/main/java/com/google/zxing/oned/EANManufacturerOrgSupport.java",1,"0.00",,,,,,,4,4,2,
Private Method,"com.google.zxing.oned.EANManufacturerOrgSupport.initIfNeeded","@lcom.google.zxing.oned.EANManufacturerOrgSupport.initIfNeeded@kj1com.google.zxing.oned.EANManufacturerOrgSupport.initIfNeeded@f./core/src/main/java/com/google/zxing/oned/EANManufacturerOrgSupport.java",2,"0.00",,,,,,,111,111,107,
Method,"com.google.zxing.oned.EANManufacturerOrgSupport.lookupCountryIdentifier","@lcom.google.zxing.oned.EANManufacturerOrgSupport.lookupCountryIdentifier@kj1com.google.zxing.oned.EANManufacturerOrgSupport.lookupCountryIdentifierString@f./core/src/main/java/com/google/zxing/oned/EANManufacturerOrgSupport.java",5,"0.00",,,,,,,17,17,11,
Public Final Class,"com.google.zxing.oned.EANManufacturerOrgSupportTest","@lcom.google.zxing.oned.EANManufacturerOrgSupportTest@kj4com.google.zxing.oned.EANManufacturerOrgSupportTest@f./core/src/test/java/com/google/zxing/oned/EANManufacturerOrgSupportTest.java",,"0.45",2,1,0,1,2,0,11,18,6,
Public Method,"com.google.zxing.oned.EANManufacturerOrgSupportTest.testLookup","@lcom.google.zxing.oned.EANManufacturerOrgSupportTest.testLookup@kj1com.google.zxing.oned.EANManufacturerOrgSupportTest.testLookup@f./core/src/test/java/com/google/zxing/oned/EANManufacturerOrgSupportTest.java",1,"0.00",,,,,,,9,9,6,
Public Final Class,"com.google.zxing.oned.ITFBlackBox1TestCase","@lcom.google.zxing.oned.ITFBlackBox1TestCase@kj4com.google.zxing.oned.ITFBlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/ITFBlackBox1TestCase.java",,"0.43",3,1,0,1,2,0,7,12,3,
Public Constructor,"com.google.zxing.oned.ITFBlackBox1TestCase.ITFBlackBox1TestCase","@lcom.google.zxing.oned.ITFBlackBox1TestCase.ITFBlackBox1TestCase@kj1com.google.zxing.oned.ITFBlackBox1TestCase.ITFBlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/ITFBlackBox1TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.ITFBlackBox2TestCase","@lcom.google.zxing.oned.ITFBlackBox2TestCase@kj4com.google.zxing.oned.ITFBlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/ITFBlackBox2TestCase.java",,"0.43",3,1,0,1,2,0,7,12,3,
Public Constructor,"com.google.zxing.oned.ITFBlackBox2TestCase.ITFBlackBox2TestCase","@lcom.google.zxing.oned.ITFBlackBox2TestCase.ITFBlackBox2TestCase@kj1com.google.zxing.oned.ITFBlackBox2TestCase.ITFBlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/ITFBlackBox2TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.ITFReader","@lcom.google.zxing.oned.ITFReader@kj4com.google.zxing.oned.ITFReader@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",,"0.70",2,4,1,8,12,75,199,350,101,
Private Static Method,"com.google.zxing.oned.ITFReader.decodeDigit","@lcom.google.zxing.oned.ITFReader.decodeDigit@kj1com.google.zxing.oned.ITFReader.decodeDigitint[]@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",5,"0.50",,,,,,,20,29,12,
Private Method,"com.google.zxing.oned.ITFReader.decodeEnd","@lcom.google.zxing.oned.ITFReader.decodeEnd@kj1com.google.zxing.oned.ITFReader.decodeEndcom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",2,"0.84",,,,,,,19,39,11,
Private Static Method,"com.google.zxing.oned.ITFReader.decodeMiddle","@lcom.google.zxing.oned.ITFReader.decodeMiddle@kj1com.google.zxing.oned.ITFReader.decodeMiddlecom.google.zxing.common.BitArray,int,int,StringBuilder@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",4,"0.57",,,,,,,23,41,14,
Public Method,"com.google.zxing.oned.ITFReader.decodeRow","@lcom.google.zxing.oned.ITFReader.decodeRow@kj1com.google.zxing.oned.ITFReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",8,"0.10",,,,,,,42,51,19,
Private Method,"com.google.zxing.oned.ITFReader.decodeStart","@lcom.google.zxing.oned.ITFReader.decodeStart@kj1com.google.zxing.oned.ITFReader.decodeStartcom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",1,"1.43",,,,,,,7,20,5,
Private Static Method,"com.google.zxing.oned.ITFReader.findGuardPattern","@lcom.google.zxing.oned.ITFReader.findGuardPattern@kj1com.google.zxing.oned.ITFReader.findGuardPatterncom.google.zxing.common.BitArray,int,int[]@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",5,"0.29",,,,,,,31,41,19,
Private Static Method,"com.google.zxing.oned.ITFReader.skipWhiteSpace","@lcom.google.zxing.oned.ITFReader.skipWhiteSpace@kj1com.google.zxing.oned.ITFReader.skipWhiteSpacecom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",2,"0.88",,,,,,,8,16,4,
Private Method,"com.google.zxing.oned.ITFReader.validateQuietZone","@lcom.google.zxing.oned.ITFReader.validateQuietZone@kj1com.google.zxing.oned.ITFReader.validateQuietZonecom.google.zxing.common.BitArray,int@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",4,"1.38",,,,,,,13,33,7,
Public Final Class,"com.google.zxing.oned.ITFWriter","@lcom.google.zxing.oned.ITFWriter@kj4com.google.zxing.oned.ITFWriter@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",,"0.38",2,2,0,2,6,0,48,64,24,
Public Method,"com.google.zxing.oned.ITFWriter.encode","@lcom.google.zxing.oned.ITFWriter.encode@kj1com.google.zxing.oned.ITFWriter.encodeString@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",5,"0.00",,,,,,,26,29,18,
Protected Method,"com.google.zxing.oned.ITFWriter.getSupportedWriteFormats","@lcom.google.zxing.oned.ITFWriter.getSupportedWriteFormats@kj1com.google.zxing.oned.ITFWriter.getSupportedWriteFormats@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.oned.ITFWriterTestCase","@lcom.google.zxing.oned.ITFWriterTestCase@kj4com.google.zxing.oned.ITFWriterTestCase@f./core/src/test/java/com/google/zxing/oned/ITFWriterTestCase.java",,"0.19",2,2,0,3,8,0,16,23,4,
Private Static Method,"com.google.zxing.oned.ITFWriterTestCase.doTest","@lcom.google.zxing.oned.ITFWriterTestCase.doTest@kj1com.google.zxing.oned.ITFWriterTestCase.doTestString,CharSequence@f./core/src/test/java/com/google/zxing/oned/ITFWriterTestCase.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.oned.ITFWriterTestCase.testEncode","@lcom.google.zxing.oned.ITFWriterTestCase.testEncode@kj1com.google.zxing.oned.ITFWriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/ITFWriterTestCase.java",1,"0.00",,,,,,,6,6,1,
