Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLine,CountLineCode,CountSemicolon,CountDeclFunction
Private Static Method,"com.google.zxing.oned.ITFReader.decodeDigit","@lcom.google.zxing.oned.ITFReader.decodeDigit@kj1com.google.zxing.oned.ITFReader.decodeDigitint[]@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",4,"0.50",,,,,,,27,18,11,
Method,"com.google.zxing.oned.ITFReader.decodeEnd","@lcom.google.zxing.oned.ITFReader.decodeEnd@kj1com.google.zxing.oned.ITFReader.decodeEndcom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",1,"1.21",,,,,,,35,14,9,
Private Static Method,"com.google.zxing.oned.ITFReader.decodeMiddle","@lcom.google.zxing.oned.ITFReader.decodeMiddle@kj1com.google.zxing.oned.ITFReader.decodeMiddlecom.google.zxing.common.BitArray,int,int,StringBuilder@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",4,"0.57",,,,,,,41,23,14,
Public Method,"com.google.zxing.oned.ITFReader.decodeRow","@lcom.google.zxing.oned.ITFReader.decodeRow@kj1com.google.zxing.oned.ITFReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",8,"0.10",,,,,,,49,40,17,
Method,"com.google.zxing.oned.ITFReader.decodeStart","@lcom.google.zxing.oned.ITFReader.decodeStart@kj1com.google.zxing.oned.ITFReader.decodeStartcom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",1,"1.57",,,,,,,21,7,5,
Private Static Method,"com.google.zxing.oned.ITFReader.findGuardPattern","@lcom.google.zxing.oned.ITFReader.findGuardPattern@kj1com.google.zxing.oned.ITFReader.findGuardPatterncom.google.zxing.common.BitArray,int,int[]@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",5,"0.35",,,,,,,44,31,19,
Private Static Method,"com.google.zxing.oned.ITFReader.skipWhiteSpace","@lcom.google.zxing.oned.ITFReader.skipWhiteSpace@kj1com.google.zxing.oned.ITFReader.skipWhiteSpacecom.google.zxing.common.BitArray@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",2,"0.88",,,,,,,16,8,4,
Private Method,"com.google.zxing.oned.ITFReader.validateQuietZone","@lcom.google.zxing.oned.ITFReader.validateQuietZone@kj1com.google.zxing.oned.ITFReader.validateQuietZonecom.google.zxing.common.BitArray,int@f./core/src/main/java/com/google/zxing/oned/ITFReader.java",5,"1.38",,,,,,,33,13,7,
Public Final Class,"com.google.zxing.oned.ITFWriter","@lcom.google.zxing.oned.ITFWriter@kj4com.google.zxing.oned.ITFWriter@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",,"0.13",2,2,0,2,8,0,49,39,21,
Public Method,"com.google.zxing.oned.ITFWriter.encode","@lcom.google.zxing.oned.ITFWriter.encode@kj1com.google.zxing.oned.ITFWriter.encodeString,com.google.zxing.BarcodeFormat,int,int,Map@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",2,"0.00",,,,,,,12,11,2,
Public Method,"com.google.zxing.oned.ITFWriter.encode","@lcom.google.zxing.oned.ITFWriter.encode@kj1com.google.zxing.oned.ITFWriter.encodeString@f./core/src/main/java/com/google/zxing/oned/ITFWriter.java",5,"0.00",,,,,,,26,25,17,
Public Final Class,"com.google.zxing.oned.MultiFormatOneDReader","@lcom.google.zxing.oned.MultiFormatOneDReader@kj4com.google.zxing.oned.MultiFormatOneDReader@f./core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java",,"0.07",2,3,1,3,19,0,80,69,24,
Public Constructor,"com.google.zxing.oned.MultiFormatOneDReader.MultiFormatOneDReader","@lcom.google.zxing.oned.MultiFormatOneDReader.MultiFormatOneDReader@kj1com.google.zxing.oned.MultiFormatOneDReader.MultiFormatOneDReaderMap@f./core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java",12,"0.00",,,,,,,48,48,20,
Public Method,"com.google.zxing.oned.MultiFormatOneDReader.decodeRow","@lcom.google.zxing.oned.MultiFormatOneDReader.decodeRow@kj1com.google.zxing.oned.MultiFormatOneDReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java",3,"0.08",,,,,,,14,12,2,
Public Method,"com.google.zxing.oned.MultiFormatOneDReader.reset","@lcom.google.zxing.oned.MultiFormatOneDReader.reset@kj1com.google.zxing.oned.MultiFormatOneDReader.reset@f./core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java",2,"0.00",,,,,,,6,6,1,
Public Final Class,"com.google.zxing.oned.MultiFormatUPCEANReader","@lcom.google.zxing.oned.MultiFormatUPCEANReader@kj4com.google.zxing.oned.MultiFormatUPCEANReader@f./core/src/main/java/com/google/zxing/oned/MultiFormatUPCEANReader.java",,"0.34",2,3,1,3,16,0,94,65,24,
Public Constructor,"com.google.zxing.oned.MultiFormatUPCEANReader.MultiFormatUPCEANReader","@lcom.google.zxing.oned.MultiFormatUPCEANReader.MultiFormatUPCEANReader@kj1com.google.zxing.oned.MultiFormatUPCEANReader.MultiFormatUPCEANReaderMap@f./core/src/main/java/com/google/zxing/oned/MultiFormatUPCEANReader.java",8,"0.04",,,,,,,26,25,10,
Public Method,"com.google.zxing.oned.MultiFormatUPCEANReader.decodeRow","@lcom.google.zxing.oned.MultiFormatUPCEANReader.decodeRow@kj1com.google.zxing.oned.MultiFormatUPCEANReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/MultiFormatUPCEANReader.java",5,"0.45",,,,,,,47,31,12,
Public Method,"com.google.zxing.oned.MultiFormatUPCEANReader.reset","@lcom.google.zxing.oned.MultiFormatUPCEANReader.reset@kj1com.google.zxing.oned.MultiFormatUPCEANReader.reset@f./core/src/main/java/com/google/zxing/oned/MultiFormatUPCEANReader.java",2,"0.00",,,,,,,6,6,1,
Public Abstract Class,"com.google.zxing.oned.OneDReader","@lcom.google.zxing.oned.OneDReader@kj4com.google.zxing.oned.OneDReader@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",,"0.54",1,5,0,8,15,0,269,168,89,
Public Method,"com.google.zxing.oned.OneDReader.decode","@lcom.google.zxing.oned.OneDReader.decode@kj1com.google.zxing.oned.OneDReader.decodecom.google.zxing.BinaryBitmap@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.oned.OneDReader.decode","@lcom.google.zxing.oned.OneDReader.decode@kj1com.google.zxing.oned.OneDReader.decodecom.google.zxing.BinaryBitmap,Map@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",6,"0.10",,,,,,,33,30,15,
Public Abstract Method,"com.google.zxing.oned.OneDReader.decodeRow","@lcom.google.zxing.oned.OneDReader.decodeRow@kj1com.google.zxing.oned.OneDReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",0,"5.00",,,,,,,12,2,1,
Private Method,"com.google.zxing.oned.OneDReader.doDecode","@lcom.google.zxing.oned.OneDReader.doDecode@kj1com.google.zxing.oned.OneDReader.doDecodecom.google.zxing.BinaryBitmap,Map@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",13,"0.62",,,,,,,87,53,31,
Protected Static Method,"com.google.zxing.oned.OneDReader.patternMatchVariance","@lcom.google.zxing.oned.OneDReader.patternMatchVariance@kj1com.google.zxing.oned.OneDReader.patternMatchVarianceint[],int[],int@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",6,"0.67",,,,,,,46,27,19,
Protected Static Method,"com.google.zxing.oned.OneDReader.recordPattern","@lcom.google.zxing.oned.OneDReader.recordPattern@kj1com.google.zxing.oned.OneDReader.recordPatterncom.google.zxing.common.BitArray,int,int[]@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",6,"0.53",,,,,,,45,30,14,
Protected Static Method,"com.google.zxing.oned.OneDReader.recordPatternInReverse","@lcom.google.zxing.oned.OneDReader.recordPatternInReverse@kj1com.google.zxing.oned.OneDReader.recordPatternInReversecom.google.zxing.common.BitArray,int,int[]@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",4,"0.07",,,,,,,16,15,6,
Public Method,"com.google.zxing.oned.OneDReader.reset","@lcom.google.zxing.oned.OneDReader.reset@kj1com.google.zxing.oned.OneDReader.reset@f./core/src/main/java/com/google/zxing/oned/OneDReader.java",1,"0.33",,,,,,,4,3,0,
Public Abstract Class,"com.google.zxing.oned.OneDimensionalCodeWriter","@lcom.google.zxing.oned.OneDimensionalCodeWriter@kj4com.google.zxing.oned.OneDimensionalCodeWriter@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",,"0.51",1,4,0,6,9,0,103,61,29,
Protected Static Method,"com.google.zxing.oned.OneDimensionalCodeWriter.appendPattern","@lcom.google.zxing.oned.OneDimensionalCodeWriter.appendPattern@kj1com.google.zxing.oned.OneDimensionalCodeWriter.appendPatternboolean[],int,int[],boolean@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",3,"0.58",,,,,,,18,12,8,
Public Method,"com.google.zxing.oned.OneDimensionalCodeWriter.encode","@lcom.google.zxing.oned.OneDimensionalCodeWriter.encode@kj1com.google.zxing.oned.OneDimensionalCodeWriter.encodeString,com.google.zxing.BarcodeFormat,int,int,Map@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",5,"0.30",,,,,,,33,23,7,
Public Abstract Method,"com.google.zxing.oned.OneDimensionalCodeWriter.encode","@lcom.google.zxing.oned.OneDimensionalCodeWriter.encode@kj1com.google.zxing.oned.OneDimensionalCodeWriter.encodeString@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",0,"6.00",,,,,,,7,1,1,
Public Final Method,"com.google.zxing.oned.OneDimensionalCodeWriter.encode","@lcom.google.zxing.oned.OneDimensionalCodeWriter.encode@kj1com.google.zxing.oned.OneDimensionalCodeWriter.encodeString,com.google.zxing.BarcodeFormat,int,int@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",1,"0.00",,,,,,,5,5,1,
Public Method,"com.google.zxing.oned.OneDimensionalCodeWriter.getDefaultMargin","@lcom.google.zxing.oned.OneDimensionalCodeWriter.getDefaultMargin@kj1com.google.zxing.oned.OneDimensionalCodeWriter.getDefaultMargin@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",1,"0.67",,,,,,,5,3,1,
Private Static Method,"com.google.zxing.oned.OneDimensionalCodeWriter.renderResult","@lcom.google.zxing.oned.OneDimensionalCodeWriter.renderResult@kj1com.google.zxing.oned.OneDimensionalCodeWriter.renderResultboolean[],int,int,int@f./core/src/main/java/com/google/zxing/oned/OneDimensionalCodeWriter.java",3,"0.27",,,,,,,21,15,11,
Public Final Class,"com.google.zxing.oned.UPCABlackBox1TestCase","@lcom.google.zxing.oned.UPCABlackBox1TestCase@kj4com.google.zxing.oned.UPCABlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox1TestCase.java",,"0.50",3,1,0,1,2,0,10,6,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox1TestCase.UPCABlackBox1TestCase","@lcom.google.zxing.oned.UPCABlackBox1TestCase.UPCABlackBox1TestCase@kj1com.google.zxing.oned.UPCABlackBox1TestCase.UPCABlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox1TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCABlackBox2TestCase","@lcom.google.zxing.oned.UPCABlackBox2TestCase@kj4com.google.zxing.oned.UPCABlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox2TestCase.java",,"0.43",3,1,0,1,2,0,12,7,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox2TestCase.UPCABlackBox2TestCase","@lcom.google.zxing.oned.UPCABlackBox2TestCase.UPCABlackBox2TestCase@kj1com.google.zxing.oned.UPCABlackBox2TestCase.UPCABlackBox2TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox2TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCABlackBox3ReflectiveTestCase","@lcom.google.zxing.oned.UPCABlackBox3ReflectiveTestCase@kj4com.google.zxing.oned.UPCABlackBox3ReflectiveTestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox3ReflectiveTestCase.java",,"0.43",3,1,0,1,2,0,12,7,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox3ReflectiveTestCase.UPCABlackBox3ReflectiveTestCase","@lcom.google.zxing.oned.UPCABlackBox3ReflectiveTestCase.UPCABlackBox3ReflectiveTestCase@kj1com.google.zxing.oned.UPCABlackBox3ReflectiveTestCase.UPCABlackBox3ReflectiveTestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox3ReflectiveTestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCABlackBox4TestCase","@lcom.google.zxing.oned.UPCABlackBox4TestCase@kj4com.google.zxing.oned.UPCABlackBox4TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox4TestCase.java",,"0.43",3,1,0,1,2,0,12,7,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox4TestCase.UPCABlackBox4TestCase","@lcom.google.zxing.oned.UPCABlackBox4TestCase.UPCABlackBox4TestCase@kj1com.google.zxing.oned.UPCABlackBox4TestCase.UPCABlackBox4TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox4TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCABlackBox5TestCase","@lcom.google.zxing.oned.UPCABlackBox5TestCase@kj4com.google.zxing.oned.UPCABlackBox5TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox5TestCase.java",,"0.43",3,1,0,1,2,0,12,7,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox5TestCase.UPCABlackBox5TestCase","@lcom.google.zxing.oned.UPCABlackBox5TestCase.UPCABlackBox5TestCase@kj1com.google.zxing.oned.UPCABlackBox5TestCase.UPCABlackBox5TestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox5TestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCABlackBox6BlurryTestCase","@lcom.google.zxing.oned.UPCABlackBox6BlurryTestCase@kj4com.google.zxing.oned.UPCABlackBox6BlurryTestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox6BlurryTestCase.java",,"0.57",3,1,0,1,2,0,13,7,3,
Public Constructor,"com.google.zxing.oned.UPCABlackBox6BlurryTestCase.UPCABlackBox6BlurryTestCase","@lcom.google.zxing.oned.UPCABlackBox6BlurryTestCase.UPCABlackBox6BlurryTestCase@kj1com.google.zxing.oned.UPCABlackBox6BlurryTestCase.UPCABlackBox6BlurryTestCase@f./core/src/test/java/com/google/zxing/oned/UPCABlackBox6BlurryTestCase.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.oned.UPCAReader","@lcom.google.zxing.oned.UPCAReader@kj4com.google.zxing.oned.UPCAReader@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",,"0.14",3,6,1,7,12,28,57,42,10,
Public Method,"com.google.zxing.oned.UPCAReader.decode","@lcom.google.zxing.oned.UPCAReader.decode@kj1com.google.zxing.oned.UPCAReader.decodecom.google.zxing.BinaryBitmap@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.oned.UPCAReader.decode","@lcom.google.zxing.oned.UPCAReader.decode@kj1com.google.zxing.oned.UPCAReader.decodecom.google.zxing.BinaryBitmap,Map@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,5,5,1,
Protected Method,"com.google.zxing.oned.UPCAReader.decodeMiddle","@lcom.google.zxing.oned.UPCAReader.decodeMiddle@kj1com.google.zxing.oned.UPCAReader.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,5,5,1,
Public Method,"com.google.zxing.oned.UPCAReader.decodeRow","@lcom.google.zxing.oned.UPCAReader.decodeRow@kj1com.google.zxing.oned.UPCAReader.decodeRowint,com.google.zxing.common.BitArray,int[],Map@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,8,8,1,
Public Method,"com.google.zxing.oned.UPCAReader.decodeRow","@lcom.google.zxing.oned.UPCAReader.decodeRow@kj1com.google.zxing.oned.UPCAReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,5,5,1,
Method,"com.google.zxing.oned.UPCAReader.getBarcodeFormat","@lcom.google.zxing.oned.UPCAReader.getBarcodeFormat@kj1com.google.zxing.oned.UPCAReader.getBarcodeFormat@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",1,"0.00",,,,,,,4,4,1,
Private Static Method,"com.google.zxing.oned.UPCAReader.maybeReturnResult","@lcom.google.zxing.oned.UPCAReader.maybeReturnResult@kj1com.google.zxing.oned.UPCAReader.maybeReturnResultcom.google.zxing.Result@f./core/src/main/java/com/google/zxing/oned/UPCAReader.java",2,"0.00",,,,,,,8,8,3,
Public Final Class,"com.google.zxing.oned.UPCAWriter","@lcom.google.zxing.oned.UPCAWriter@kj4com.google.zxing.oned.UPCAWriter@f./core/src/main/java/com/google/zxing/oned/UPCAWriter.java",,"0.30",1,2,1,3,8,66,47,33,12,
Public Method,"com.google.zxing.oned.UPCAWriter.encode","@lcom.google.zxing.oned.UPCAWriter.encode@kj1com.google.zxing.oned.UPCAWriter.encodeString,com.google.zxing.BarcodeFormat,int,int@f./core/src/main/java/com/google/zxing/oned/UPCAWriter.java",1,"0.00",,,,,,,5,5,1,
Public Method,"com.google.zxing.oned.UPCAWriter.encode","@lcom.google.zxing.oned.UPCAWriter.encode@kj1com.google.zxing.oned.UPCAWriter.encodeString,com.google.zxing.BarcodeFormat,int,int,Map@f./core/src/main/java/com/google/zxing/oned/UPCAWriter.java",2,"0.00",,,,,,,11,11,2,
Private Static Method,"com.google.zxing.oned.UPCAWriter.preencode","@lcom.google.zxing.oned.UPCAWriter.preencode@kj1com.google.zxing.oned.UPCAWriter.preencodeString@f./core/src/main/java/com/google/zxing/oned/UPCAWriter.java",5,"0.36",,,,,,,19,14,8,
Public Final Class,"com.google.zxing.oned.UPCAWriterTestCase","@lcom.google.zxing.oned.UPCAWriterTestCase@kj4com.google.zxing.oned.UPCAWriterTestCase@f./core/src/test/java/com/google/zxing/oned/UPCAWriterTestCase.java",,"0.17",2,2,0,2,6,0,24,18,10,
Public Method,"com.google.zxing.oned.UPCAWriterTestCase.testAddChecksumAndEncode","@lcom.google.zxing.oned.UPCAWriterTestCase.testAddChecksumAndEncode@kj1com.google.zxing.oned.UPCAWriterTestCase.testAddChecksumAndEncode@f./core/src/test/java/com/google/zxing/oned/UPCAWriterTestCase.java",2,"0.00",,,,,,,8,8,5,
Public Method,"com.google.zxing.oned.UPCAWriterTestCase.testEncode","@lcom.google.zxing.oned.UPCAWriterTestCase.testEncode@kj1com.google.zxing.oned.UPCAWriterTestCase.testEncode@f./core/src/test/java/com/google/zxing/oned/UPCAWriterTestCase.java",2,"0.00",,,,,,,8,8,5,
Final Class,"com.google.zxing.oned.UPCEANExtension2Support","@lcom.google.zxing.oned.UPCEANExtension2Support@kj4com.google.zxing.oned.UPCEANExtension2Support@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension2Support.java",,"0.15",1,2,2,3,11,66,84,62,33,
Method,"com.google.zxing.oned.UPCEANExtension2Support.decodeMiddle","@lcom.google.zxing.oned.UPCEANExtension2Support.decodeMiddle@kj1com.google.zxing.oned.UPCEANExtension2Support.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension2Support.java",7,"0.03",,,,,,,37,31,19,
Method,"com.google.zxing.oned.UPCEANExtension2Support.decodeRow","@lcom.google.zxing.oned.UPCEANExtension2Support.decodeRow@kj1com.google.zxing.oned.UPCEANExtension2Support.decodeRowint,com.google.zxing.common.BitArray,int[]@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension2Support.java",2,"0.00",,,,,,,22,19,8,
Private Static Method,"com.google.zxing.oned.UPCEANExtension2Support.parseExtensionString","@lcom.google.zxing.oned.UPCEANExtension2Support.parseExtensionString@kj1com.google.zxing.oned.UPCEANExtension2Support.parseExtensionStringString@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension2Support.java",2,"0.62",,,,,,,13,8,4,
Final Class,"com.google.zxing.oned.UPCEANExtension5Support","@lcom.google.zxing.oned.UPCEANExtension5Support@kj4com.google.zxing.oned.UPCEANExtension5Support@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",,"0.11",1,2,2,6,12,83,153,123,69,
Method,"com.google.zxing.oned.UPCEANExtension5Support.decodeMiddle","@lcom.google.zxing.oned.UPCEANExtension5Support.decodeMiddle@kj1com.google.zxing.oned.UPCEANExtension5Support.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",7,"0.03",,,,,,,38,32,20,
Method,"com.google.zxing.oned.UPCEANExtension5Support.decodeRow","@lcom.google.zxing.oned.UPCEANExtension5Support.decodeRow@kj1com.google.zxing.oned.UPCEANExtension5Support.decodeRowint,com.google.zxing.common.BitArray,int[]@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",2,"0.00",,,,,,,22,19,8,
Private Static Method,"com.google.zxing.oned.UPCEANExtension5Support.determineCheckDigit","@lcom.google.zxing.oned.UPCEANExtension5Support.determineCheckDigit@kj1com.google.zxing.oned.UPCEANExtension5Support.determineCheckDigitint@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",3,"0.00",,,,,,,9,9,4,
Private Static Method,"com.google.zxing.oned.UPCEANExtension5Support.extensionChecksum","@lcom.google.zxing.oned.UPCEANExtension5Support.extensionChecksum@kj1com.google.zxing.oned.UPCEANExtension5Support.extensionChecksumCharSequence@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",3,"0.00",,,,,,,13,13,11,
Private Static Method,"com.google.zxing.oned.UPCEANExtension5Support.parseExtension5String","@lcom.google.zxing.oned.UPCEANExtension5Support.parseExtension5String@kj1com.google.zxing.oned.UPCEANExtension5Support.parseExtension5StringString@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",8,"0.13",,,,,,,35,31,17,
Private Static Method,"com.google.zxing.oned.UPCEANExtension5Support.parseExtensionString","@lcom.google.zxing.oned.UPCEANExtension5Support.parseExtensionString@kj1com.google.zxing.oned.UPCEANExtension5Support.parseExtensionStringString@f./core/src/main/java/com/google/zxing/oned/UPCEANExtension5Support.java",3,"0.42",,,,,,,17,12,6,
Public Final Class,"com.google.zxing.oned.UPCEANExtensionBlackBox1TestCase","@lcom.google.zxing.oned.UPCEANExtensionBlackBox1TestCase@kj4com.google.zxing.oned.UPCEANExtensionBlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/UPCEANExtensionBlackBox1TestCase.java",,"0.60",3,1,0,1,2,0,9,5,2,
Public Constructor,"com.google.zxing.oned.UPCEANExtensionBlackBox1TestCase.UPCEANExtensionBlackBox1TestCase","@lcom.google.zxing.oned.UPCEANExtensionBlackBox1TestCase.UPCEANExtensionBlackBox1TestCase@kj1com.google.zxing.oned.UPCEANExtensionBlackBox1TestCase.UPCEANExtensionBlackBox1TestCase@f./core/src/test/java/com/google/zxing/oned/UPCEANExtensionBlackBox1TestCase.java",1,"0.00",,,,,,,4,4,2,
Final Class,"com.google.zxing.oned.UPCEANExtensionSupport","@lcom.google.zxing.oned.UPCEANExtensionSupport@kj4com.google.zxing.oned.UPCEANExtensionSupport@f./core/src/main/java/com/google/zxing/oned/UPCEANExtensionSupport.java",,"0.00",1,1,2,1,7,0,17,13,6,
Method,"com.google.zxing.oned.UPCEANExtensionSupport.decodeRow","@lcom.google.zxing.oned.UPCEANExtensionSupport.decodeRow@kj1com.google.zxing.oned.UPCEANExtensionSupport.decodeRowint,com.google.zxing.common.BitArray,int@f./core/src/main/java/com/google/zxing/oned/UPCEANExtensionSupport.java",2,"0.00",,,,,,,8,8,3,
Public Abstract Class,"com.google.zxing.oned.UPCEANReader","@lcom.google.zxing.oned.UPCEANReader@kj4com.google.zxing.oned.UPCEANReader@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",,"0.42",2,7,3,12,19,80,351,231,117,
Protected Constructor,"com.google.zxing.oned.UPCEANReader.UPCEANReader","@lcom.google.zxing.oned.UPCEANReader.UPCEANReader@kj1com.google.zxing.oned.UPCEANReader.UPCEANReader@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",1,"0.00",,,,,,,5,5,3,
Method,"com.google.zxing.oned.UPCEANReader.checkChecksum","@lcom.google.zxing.oned.UPCEANReader.checkChecksum@kj1com.google.zxing.oned.UPCEANReader.checkChecksumString@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",1,"1.00",,,,,,,6,3,1,
Static Method,"com.google.zxing.oned.UPCEANReader.checkStandardUPCEANChecksum","@lcom.google.zxing.oned.UPCEANReader.checkStandardUPCEANChecksum@kj1com.google.zxing.oned.UPCEANReader.checkStandardUPCEANChecksumCharSequence@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",6,"0.35",,,,,,,32,23,15,
Static Method,"com.google.zxing.oned.UPCEANReader.decodeDigit","@lcom.google.zxing.oned.UPCEANReader.decodeDigit@kj1com.google.zxing.oned.UPCEANReader.decodeDigitcom.google.zxing.common.BitArray,int[],int,int[][]@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",4,"0.65",,,,,,,32,20,12,
Method,"com.google.zxing.oned.UPCEANReader.decodeEnd","@lcom.google.zxing.oned.UPCEANReader.decodeEnd@kj1com.google.zxing.oned.UPCEANReader.decodeEndcom.google.zxing.common.BitArray,int@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",1,"0.00",,,,,,,3,3,1,
Protected Abstract Method,"com.google.zxing.oned.UPCEANReader.decodeMiddle","@lcom.google.zxing.oned.UPCEANReader.decodeMiddle@kj1com.google.zxing.oned.UPCEANReader.decodeMiddlecom.google.zxing.common.BitArray,int[],StringBuilder@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",0,"3.33",,,,,,,13,3,1,
Public Method,"com.google.zxing.oned.UPCEANReader.decodeRow","@lcom.google.zxing.oned.UPCEANReader.decodeRow@kj1com.google.zxing.oned.UPCEANReader.decodeRowint,com.google.zxing.common.BitArray,int[],Map@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",16,"0.13",,,,,,,102,78,32,
Public Method,"com.google.zxing.oned.UPCEANReader.decodeRow","@lcom.google.zxing.oned.UPCEANReader.decodeRow@kj1com.google.zxing.oned.UPCEANReader.decodeRowint,com.google.zxing.common.BitArray,Map@f./core/src/main/java/com/google/zxing/oned/UPCEANReader.java",1,"0.00",,,,,,,5,5,1,
