Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLine,CountLineCode,CountSemicolon,CountDeclFunction
File,"AlignmentPatternFinder.java","@l./core/src/main/java/com/google/zxing/qrcode/detector/AlignmentPatternFinder.java",,"0.58",,5,9,6,,,277,166,92,6
File,"AmbientLightManager.java","@l./android/src/com/google/zxing/client/android/AmbientLightManager.java",,"0.42",,5,3,5,,,86,53,28,5
File,"AnyAIDecoder.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/AnyAIDecoder.java",,"1.87",,2,0,2,,,50,15,8,2
File,"AnyAIDecoderTest.java","@l./core/src/test/java/com/google/zxing/oned/rss/expanded/decoders/AnyAIDecoderTest.java",,"0.66",,6,0,6,,,85,41,21,6
File,"AppInfo.java","@l./android/src/com/google/zxing/client/android/share/AppInfo.java",,"0.39",,7,3,7,,,65,38,16,7
File,"AppPickerActivity.java","@l./android/src/com/google/zxing/client/android/share/AppPickerActivity.java",,"0.46",,3,1,3,,,68,41,25,3
File,"AutoFocusManager.java","@l./android/src/com/google/zxing/client/android/camera/AutoFocusManager.java",,"0.22",,7,5,7,,,133,97,48,7
File,"AztecBlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/aztec/AztecBlackBox1TestCase.java",,"1.50",,1,0,1,,,35,12,8,1
File,"AztecBlackBox2TestCase.java","@l./core/src/test/java/com/google/zxing/aztec/AztecBlackBox2TestCase.java",,"1.67",,1,0,1,,,37,12,8,1
File,"AztecCode.java","@l./core/src/main/java/com/google/zxing/aztec/encoder/AztecCode.java",,"0.90",,10,5,10,,,89,39,17,10
File,"AztecDetectorResult.java","@l./core/src/main/java/com/google/zxing/aztec/AztecDetectorResult.java",,"0.75",,4,3,4,,,58,28,14,4
File,"AztecReader.java","@l./core/src/main/java/com/google/zxing/aztec/AztecReader.java",,"0.35",,3,0,3,,,122,81,41,3
File,"AztecWriter.java","@l./core/src/main/java/com/google/zxing/aztec/AztecWriter.java",,"0.29",,2,0,4,,,95,65,37,4
File,"BarcodeFormat.java","@l./core/src/main/java/com/google/zxing/BarcodeFormat.java",,"1.85",,2,17,2,,,77,20,1,0
File,"BarcodeMatrix.java","@l./core/src/main/java/com/google/zxing/pdf417/encoder/BarcodeMatrix.java",,"0.97",,6,4,6,,,82,36,22,6
File,"BarcodeMetadata.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/BarcodeMetadata.java",,"0.60",,6,5,6,,,58,30,16,6
File,"BarcodeRow.java","@l./core/src/main/java/com/google/zxing/pdf417/encoder/BarcodeRow.java",,"1.81",,5,2,5,,,85,27,15,5
File,"BarcodeValue.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/BarcodeValue.java",,"0.71",,3,1,3,,,68,35,20,3
File,"Base256Encoder.java","@l./core/src/main/java/com/google/zxing/datamatrix/encoder/Base256Encoder.java",,"0.33",,2,0,3,,,75,51,26,3
File,"BeepManager.java","@l./android/src/com/google/zxing/client/android/BeepManager.java",,"0.26",,6,4,7,,,125,87,51,7
File,"Binarizer.java","@l./core/src/main/java/com/google/zxing/Binarizer.java",,"2.57",,7,1,7,,,87,21,11,7
File,"BinaryBitmap.java","@l./core/src/main/java/com/google/zxing/BinaryBitmap.java",,"1.48",,11,2,11,,,150,54,22,11
File,"BinaryShiftToken.java","@l./core/src/main/java/com/google/zxing/aztec/encoder/BinaryShiftToken.java",,"0.61",,3,2,3,,,60,33,15,3
File,"BinaryUtil.java","@l./core/src/test/java/com/google/zxing/oned/rss/expanded/BinaryUtil.java",,"0.74",,1,0,3,,,84,42,26,3
File,"BinaryUtilTest.java","@l./core/src/test/java/com/google/zxing/oned/rss/expanded/BinaryUtilTest.java",,"0.63",,2,0,4,,,90,43,31,4
File,"BitArray.java","@l./core/src/main/java/com/google/zxing/common/BitArray.java",,"0.49",,26,2,27,,,357,220,122,27
File,"BitArrayBuilder.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/BitArrayBuilder.java",,"0.64",,1,0,2,,,85,44,28,2
File,"BitArrayBuilderTest.java","@l./core/src/test/java/com/google/zxing/oned/rss/expanded/BitArrayBuilderTest.java",,"0.67",,1,0,3,,,85,42,26,3
File,"BitArrayTestCase.java","@l./core/src/test/java/com/google/zxing/common/BitArrayTestCase.java",,"0.08",,15,0,18,,,258,216,149,18
File,"BitMatrix.java","@l./core/src/main/java/com/google/zxing/common/BitMatrix.java",,"0.44",,26,4,28,,,481,305,168,28
File,"BitMatrixParser.java","@l./core/src/main/java/com/google/zxing/qrcode/decoder/BitMatrixParser.java",,"0.50",,8,4,8,,,245,146,100,8
File,"BitMatrixParser.java","@l./core/src/main/java/com/google/zxing/maxicode/decoder/BitMatrixParser.java",,"0.38",,2,1,2,,,88,58,16,2
File,"BitMatrixParser.java","@l./core/src/main/java/com/google/zxing/datamatrix/decoder/BitMatrixParser.java",,"0.36",,10,3,11,,,440,302,173,11
File,"BitMatrixTestCase.java","@l./core/src/test/java/com/google/zxing/common/BitMatrixTestCase.java",,"0.12",,12,0,17,,,310,239,178,17
File,"BitSource.java","@l./core/src/main/java/com/google/zxing/common/BitSource.java",,"0.90",,5,3,5,,,111,51,27,5
File,"BitSourceBuilder.java","@l./core/src/test/java/com/google/zxing/common/BitSourceBuilder.java",,"0.54",,3,3,3,,,65,37,22,3
File,"BitSourceTestCase.java","@l./core/src/test/java/com/google/zxing/common/BitSourceTestCase.java",,"0.72",,1,0,1,,,48,25,20,1
File,"BitVectorTestCase.java","@l./core/src/test/java/com/google/zxing/qrcode/encoder/BitVectorTestCase.java",,"0.28",,8,0,9,,,180,132,102,9
File,"BizcardResultParser.java","@l./core/src/main/java/com/google/zxing/client/result/BizcardResultParser.java",,"0.38",,1,0,3,,,100,65,26,3
File,"BlockPair.java","@l./core/src/main/java/com/google/zxing/qrcode/encoder/BlockPair.java",,"1.00",,3,2,3,,,37,15,7,3
File,"BlockParsedResult.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/BlockParsedResult.java",,"1.56",,4,2,4,,,54,18,8,4
File,"BookResultInfoRetriever.java","@l./android/src/com/google/zxing/client/android/result/supplement/BookResultInfoRetriever.java",,"0.32",,2,3,2,,,105,65,45,2
File,"BookmarkAdapter.java","@l./android/src/com/google/zxing/client/android/share/BookmarkAdapter.java",,"0.52",,5,2,5,,,78,44,25,5
File,"BookmarkDoCoMoResultParser.java","@l./core/src/main/java/com/google/zxing/client/result/BookmarkDoCoMoResultParser.java",,"1.00",,1,0,1,,,41,18,9,1
File,"BookmarkPickerActivity.java","@l./android/src/com/google/zxing/client/android/share/BookmarkPickerActivity.java",,"0.56",,2,1,2,,,81,48,30,2
File,"BoundingBox.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/BoundingBox.java",,"0.15",,11,9,12,,,157,119,66,12
File,"BrowseBookListener.java","@l./android/src/com/google/zxing/client/android/book/BrowseBookListener.java",,"0.44",,2,2,2,,,62,39,24,2
File,"BufferedImageLuminanceSource.java","@l./javase/src/main/java/com/google/zxing/client/j2se/BufferedImageLuminanceSource.java",,"0.39",,9,3,9,,,184,111,69,9
File,"BufferedImageLuminanceSource.java","@l./core/src/test/java/com/google/zxing/BufferedImageLuminanceSource.java",,"0.39",,9,3,9,,,182,110,68,9
File,"ByQuadrantReader.java","@l./core/src/main/java/com/google/zxing/multi/ByQuadrantReader.java",,"0.41",,4,1,5,,,117,71,38,5
File,"ByteMatrix.java","@l./core/src/main/java/com/google/zxing/qrcode/encoder/ByteMatrix.java",,"0.40",,10,3,10,,,99,60,30,10
File,"C40Encoder.java","@l./core/src/main/java/com/google/zxing/datamatrix/encoder/C40Encoder.java",,"0.24",,5,0,7,,,181,139,75,7
File,"CalendarEventGenerator.java","@l./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.11",,17,12,21,,,322,256,148,21
File,"CalendarParsedResult.java","@l./core/src/main/java/com/google/zxing/client/result/CalendarParsedResult.java",,"0.37",,15,11,19,,,259,171,87,19
File,"CalendarParsedResultTestCase.java","@l./core/src/test/java/com/google/zxing/client/result/CalendarParsedResultTestCase.java",,"0.10",,14,0,18,,,250,205,50,18
File,"CalendarResultHandler.java","@l./android/src/com/google/zxing/client/android/result/CalendarResultHandler.java",,"0.37",,7,0,8,,,181,116,52,8
File,"CameraConfigurationManager.java","@l./android/src/com/google/zxing/client/android/camera/CameraConfigurationManager.java",,"0.23",,12,7,12,,,256,174,101,12
File,"CameraConfigurationUtils.java","@l./android-core/src/main/java/com/google/zxing/client/android/camera/CameraConfigurationUtils.java",,"0.09",,1,0,20,,,430,361,181,20
File,"CameraFacing.java","@l./android/src/com/google/zxing/client/android/camera/open/CameraFacing.java",,"4.00",,2,2,2,,,27,5,1,0
File,"CameraManager.java","@l./android/src/com/google/zxing/client/android/camera/CameraManager.java",,"0.50",,13,12,14,,,331,206,117,14
File,"CaptureActivity.java","@l./android/src/com/google/zxing/client/android/CaptureActivity.java",,"0.11",,27,19,29,,,768,606,340,29
File,"CaptureActivityHandler.java","@l./android/src/com/google/zxing/client/android/CaptureActivityHandler.java",,"0.22",,6,7,6,,,170,124,75,4
File,"CharacterSetECI.java","@l./core/src/main/java/com/google/zxing/common/CharacterSetECI.java",,"0.46",,6,29,8,,,118,71,21,6
File,"ChartDoSFilter.java","@l./zxingorg/src/main/java/com/google/zxing/web/ChartDoSFilter.java",,"1.90",,0,0,0,,,32,10,3,0
File,"ChartServlet.java","@l./zxingorg/src/main/java/com/google/zxing/web/ChartServlet.java",,"0.19",,2,0,4,,,192,140,89,4
File,"ChartServletRequestParameters.java","@l./zxingorg/src/main/java/com/google/zxing/web/ChartServletRequestParameters.java",,"0.48",,7,6,7,,,75,42,21,7
File,"ChartServletRequestParametersTestCase.java","@l./zxingorg/src/test/java/com/google/zxing/web/ChartServletRequestParametersTestCase.java",,"1.00",,1,0,1,,,42,18,12,1
File,"ChecksumException.java","@l./core/src/main/java/com/google/zxing/ChecksumException.java",,"1.28",,2,0,4,,,47,18,6,4
File,"ClipboardInterface.java","@l./android/src/com/google/zxing/client/android/clipboard/ClipboardInterface.java",,"0.59",,1,0,5,,,61,32,15,5
File,"CodaBarReader.java","@l./core/src/main/java/com/google/zxing/oned/CodaBarReader.java",,"0.32",,7,3,8,,,345,236,153,8
File,"CodaBarWriter.java","@l./core/src/main/java/com/google/zxing/oned/CodaBarWriter.java",,"0.35",,1,0,1,,,130,92,53,1
File,"CodaBarWriterTestCase.java","@l./core/src/test/java/com/google/zxing/oned/CodaBarWriterTestCase.java",,"0.54",,3,0,5,,,63,35,13,5
File,"CodabarBlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/oned/CodabarBlackBox1TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code128BlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code128BlackBox1TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code128BlackBox2TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code128BlackBox2TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code128BlackBox3TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code128BlackBox3TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code128Reader.java","@l./core/src/main/java/com/google/zxing/oned/Code128Reader.java",,"0.17",,1,0,3,,,539,442,185,3
File,"Code128Writer.java","@l./core/src/main/java/com/google/zxing/oned/Code128Writer.java",,"0.30",,4,4,6,,,295,225,108,4
File,"Code128WriterTestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code128WriterTestCase.java",,"0.27",,9,2,9,,,154,97,69,9
File,"Code39BlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code39BlackBox1TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code39BlackBox3TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code39BlackBox3TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code39ExtendedBlackBox2TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code39ExtendedBlackBox2TestCase.java",,"1.80",,1,0,1,,,33,10,6,1
File,"Code39ExtendedModeTestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code39ExtendedModeTestCase.java",,"0.60",,1,0,2,,,55,30,19,2
File,"Code39Reader.java","@l./core/src/main/java/com/google/zxing/oned/Code39Reader.java",,"0.29",,4,4,8,,,337,244,139,8
File,"Code39Writer.java","@l./core/src/main/java/com/google/zxing/oned/Code39Writer.java",,"0.18",,2,0,4,,,149,116,69,4
File,"Code39WriterTestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code39WriterTestCase.java",,"0.29",,1,0,2,,,94,65,14,2
File,"Code93BlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code93BlackBox1TestCase.java",,"1.64",,1,0,1,,,34,11,7,1
File,"Code93Reader.java","@l./core/src/main/java/com/google/zxing/oned/Code93Reader.java",,"0.22",,3,2,8,,,296,225,128,8
File,"Code93ReaderTestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code93ReaderTestCase.java",,"0.75",,1,0,2,,,49,24,16,2
File,"Code93Writer.java","@l./core/src/main/java/com/google/zxing/oned/Code93Writer.java",,"0.43",,2,0,6,,,186,116,69,6
File,"Code93WriterTestCase.java","@l./core/src/test/java/com/google/zxing/oned/Code93WriterTestCase.java",,"0.72",,2,0,3,,,70,43,14,3
File,"Codeword.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/Codeword.java",,"0.37",,12,5,12,,,84,49,22,12
File,"CommandLineEncoder.java","@l./javase/src/main/java/com/google/zxing/client/j2se/CommandLineEncoder.java",,"0.56",,1,0,2,,,65,36,21,2
File,"CommandLineEncoderTestCase.java","@l./javase/src/test/java/com/google/zxing/client/j2se/CommandLineEncoderTestCase.java",,"0.62",,1,0,1,,,54,29,18,1
File,"CommandLineRunner.java","@l./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",,"0.20",,1,0,6,,,167,127,66,6
File,"CommandLineRunnerTestCase.java","@l./javase/src/test/java/com/google/zxing/client/j2se/CommandLineRunnerTestCase.java",,"1.90",,1,0,1,,,34,10,5,1
File,"Compaction.java","@l./core/src/main/java/com/google/zxing/pdf417/encoder/Compaction.java",,"2.57",,2,4,2,,,29,7,1,0
File,"ContactEncoder.java","@l./android/src/com/google/zxing/client/android/encode/ContactEncoder.java",,"0.45",,1,0,5,,,103,64,25,5
File,"ContactInfoGenerator.java","@l./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/ContactInfoGenerator.java",,"0.10",,15,11,20,,,295,244,129,20
File,"Contents.java","@l./android/src/com/google/zxing/client/android/Contents.java",,"1.66",,2,0,2,,,118,38,14,2
File,"CurrentParsingState.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/CurrentParsingState.java",,"0.66",,12,5,12,,,83,41,14,10
File,"DBHelper.java","@l./android/src/com/google/zxing/client/android/history/DBHelper.java",,"0.53",,3,0,3,,,60,34,17,3
File,"DataBlock.java","@l./core/src/main/java/com/google/zxing/datamatrix/decoder/DataBlock.java",,"0.73",,3,2,4,,,118,59,42,4
File,"DataBlock.java","@l./core/src/main/java/com/google/zxing/qrcode/decoder/DataBlock.java",,"0.66",,3,2,4,,,122,65,43,4
File,"DataCharacter.java","@l./core/src/main/java/com/google/zxing/oned/rss/DataCharacter.java",,"0.58",,6,2,6,,,59,31,12,6
File,"DataMask.java","@l./core/src/main/java/com/google/zxing/qrcode/decoder/DataMask.java",,"1.00",,12,8,12,,,141,62,17,10
File,"DataMaskTestCase.java","@l./core/src/test/java/com/google/zxing/qrcode/decoder/DataMaskTestCase.java",,"0.30",,9,0,11,,,94,61,25,19
File,"DataMatrixBlackBox1TestCase.java","@l./core/src/test/java/com/google/zxing/datamatrix/DataMatrixBlackBox1TestCase.java",,"1.38",,1,0,1,,,36,13,9,1
File,"DataMatrixBlackBox2TestCase.java","@l./core/src/test/java/com/google/zxing/datamatrix/DataMatrixBlackBox2TestCase.java",,"1.38",,1,0,1,,,36,13,9,1
File,"DataMatrixReader.java","@l./core/src/main/java/com/google/zxing/datamatrix/DataMatrixReader.java",,"0.39",,3,1,5,,,159,101,65,5
File,"DataMatrixSymbolInfo144.java","@l./core/src/main/java/com/google/zxing/datamatrix/encoder/DataMatrixSymbolInfo144.java",,"1.07",,3,0,3,,,35,14,4,3
File,"DataMatrixWriter.java","@l./core/src/main/java/com/google/zxing/datamatrix/DataMatrixWriter.java",,"0.39",,2,0,4,,,198,122,81,4
File,"DataMatrixWriterTestCase.java","@l./core/src/test/java/com/google/zxing/datamatrix/DataMatrixWriterTestCase.java",,"0.50",,3,0,3,,,74,42,31,3
File,"DebugPlacement.java","@l./core/src/test/java/com/google/zxing/datamatrix/encoder/DebugPlacement.java",,"0.68",,2,0,2,,,42,22,16,2
File,"DecodeDoSFilter.java","@l./zxingorg/src/main/java/com/google/zxing/web/DecodeDoSFilter.java",,"1.90",,0,0,0,,,32,10,3,0
File,"DecodeFormatManager.java","@l./android/src/com/google/zxing/client/android/DecodeFormatManager.java",,"0.21",,1,0,4,,,105,78,43,4
File,"DecodeHandler.java","@l./android/src/com/google/zxing/client/android/DecodeHandler.java",,"0.30",,3,3,4,,,122,84,54,4
File,"DecodeHintManager.java","@l./android/src/com/google/zxing/client/android/DecodeHintManager.java",,"0.34",,1,0,4,,,234,163,88,4
File,"DecodeHintType.java","@l./core/src/main/java/com/google/zxing/DecodeHintType.java",,"3.43",,4,12,4,,,122,23,6,2
File,"DecodeServlet.java","@l./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",,"0.12",,5,3,9,,,497,407,229,9
File,"DecodeThread.java","@l./android/src/com/google/zxing/client/android/DecodeThread.java",,"0.30",,3,4,3,,,111,74,40,3
File,"DecodeWorker.java","@l./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",,"0.15",,3,3,7,,,257,200,126,7
File,"DecodeWorkerTestCase.java","@l./javase/src/test/java/com/google/zxing/client/j2se/DecodeWorkerTestCase.java",,"0.79",,1,0,1,,,50,24,15,1
File,"DecodedBitStreamParser.java","@l./core/src/main/java/com/google/zxing/maxicode/decoder/DecodedBitStreamParser.java",,"0.13",,1,0,10,,,207,169,86,10
File,"DecodedBitStreamParser.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/DecodedBitStreamParser.java",,"0.32",,3,6,10,,,717,505,279,8
File,"DecodedBitStreamParser.java","@l./core/src/main/java/com/google/zxing/qrcode/decoder/DecodedBitStreamParser.java",,"0.27",,1,0,9,,,360,267,127,9
File,"DecodedBitStreamParser.java","@l./core/src/main/java/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java",,"0.29",,3,7,12,,,525,408,203,10
File,"DecodedBitStreamParserTestCase.java","@l./core/src/test/java/com/google/zxing/qrcode/decoder/DecodedBitStreamParserTestCase.java",,"0.54",,5,0,5,,,99,67,45,5
File,"DecodedBitStreamParserTestCase.java","@l./core/src/test/java/com/google/zxing/datamatrix/decoder/DecodedBitStreamParserTestCase.java",,"1.16",,2,0,2,,,47,19,9,2
File,"DecodedChar.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/DecodedChar.java",,"1.93",,3,1,3,,,52,15,7,3
File,"DecodedInformation.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/DecodedInformation.java",,"1.04",,5,3,5,,,64,27,15,5
File,"DecodedNumeric.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/DecodedNumeric.java",,"0.93",,6,2,6,,,73,30,14,6
File,"DecodedObject.java","@l./core/src/main/java/com/google/zxing/oned/rss/expanded/decoders/DecodedObject.java",,"2.70",,2,1,2,,,44,10,4,2
File,"Decoder.java","@l./core/src/main/java/com/google/zxing/maxicode/decoder/Decoder.java",,"0.34",,4,1,4,,,114,73,44,4
File,"Decoder.java","@l./core/src/main/java/com/google/zxing/qrcode/decoder/Decoder.java",,"0.78",,7,1,7,,,189,91,56,7
File,"Decoder.java","@l./core/src/main/java/com/google/zxing/datamatrix/decoder/Decoder.java",,"1.06",,4,1,4,,,125,54,39,4
File,"Decoder.java","@l./core/src/main/java/com/google/zxing/aztec/decoder/Decoder.java",,"0.30",,5,7,13,,,366,264,153,11
File,"DecoderConfig.java","@l./javase/src/main/java/com/google/zxing/client/j2se/DecoderConfig.java",,"0.17",,1,12,1,,,122,88,31,1
File,"DecoderResult.java","@l./core/src/main/java/com/google/zxing/common/DecoderResult.java",,"0.65",,17,10,17,,,152,79,35,17
File,"DecoderTest.java","@l./core/src/test/java/com/google/zxing/aztec/decoder/DecoderTest.java",,"0.13",,4,0,4,,,165,139,39,4
File,"DefaultGridSampler.java","@l./core/src/main/java/com/google/zxing/common/DefaultGridSampler.java",,"0.54",,2,0,2,,,88,52,22,2
File,"DefaultPlacement.java","@l./core/src/main/java/com/google/zxing/datamatrix/encoder/DefaultPlacement.java",,"0.28",,14,4,14,,,198,137,86,14
File,"DetectionResult.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/DetectionResult.java",,"0.14",,17,4,19,,,295,234,124,19
File,"DetectionResultColumn.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/DetectionResultColumn.java",,"0.29",,8,2,8,,,95,63,28,8
File,"DetectionResultRowIndicatorColumn.java","@l./core/src/main/java/com/google/zxing/pdf417/decoder/DetectionResultRowIndicatorColumn.java",,"0.24",,9,1,9,,,267,199,106,9
File,"Detector.java","@l./core/src/main/java/com/google/zxing/aztec/detector/Detector.java",,"0.44",,20,8,25,,,601,359,216,25
File,"Detector.java","@l./core/src/main/java/com/google/zxing/pdf417/detector/Detector.java",,"0.47",,1,0,8,,,340,217,128,8
File,"Detector.java","@l./core/src/main/java/com/google/zxing/qrcode/detector/Detector.java",,"0.42",,11,2,14,,,405,255,129,14
File,"Detector.java","@l./core/src/main/java/com/google/zxing/datamatrix/detector/Detector.java",,"0.27",,8,2,11,,,382,262,160,11
File,"DetectorResult.java","@l./core/src/main/java/com/google/zxing/common/DetectorResult.java",,"1.38",,3,2,3,,,46,16,8,3
File,"DetectorTest.java","@l./core/src/test/java/com/google/zxing/aztec/detector/DetectorTest.java",,"0.25",,3,0,10,,,190,141,95,10
File,"Dimension.java","@l./core/src/main/java/com/google/zxing/Dimension.java",,"0.53",,6,2,6,,,62,34,13,6
File,"Dimensions.java","@l./core/src/main/java/com/google/zxing/pdf417/encoder/Dimensions.java",,"0.80",,5,4,5,,,54,25,13,5
File,"DoSFilter.java","@l./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",,"0.38",,4,2,4,,,95,61,35,4
File,"DoSFilterTestCase.java","@l./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",,"0.25",,3,0,5,,,101,72,43,5
